label shape (60000, 919)
inputs.shape:  (100, 1000, 4)
loss:  7 :  tf.Tensor(0.11228642612695694, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  8 :  tf.Tensor(0.08433467149734497, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  9 :  tf.Tensor(0.07345404475927353, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  10 :  tf.Tensor(0.1198296919465065, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  11 :  tf.Tensor(0.1130661740899086, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  12 :  tf.Tensor(0.1599569171667099, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  13 :  tf.Tensor(0.14042000472545624, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  14 :  tf.Tensor(0.14684852957725525, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  15 :  tf.Tensor(0.1553296148777008, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  16 :  tf.Tensor(0.14217299222946167, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  17 :  tf.Tensor(0.12560082972049713, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  18 :  tf.Tensor(0.12745381891727448, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  19 :  tf.Tensor(0.13986028730869293, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  20 :  tf.Tensor(0.12723791599273682, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  21 :  tf.Tensor(0.15596963465213776, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  22 :  tf.Tensor(0.12278713285923004, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  23 :  tf.Tensor(0.13592171669006348, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  24 :  tf.Tensor(0.08822748810052872, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  25 :  tf.Tensor(0.10571905225515366, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  26 :  tf.Tensor(0.07783979177474976, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  27 :  tf.Tensor(0.10119509696960449, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  28 :  tf.Tensor(0.17458711564540863, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  29 :  tf.Tensor(0.16984528303146362, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  30 :  tf.Tensor(0.11387583613395691, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  31 :  tf.Tensor(0.07864146679639816, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  32 :  tf.Tensor(0.10368354618549347, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  33 :  tf.Tensor(0.11315831542015076, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  34 :  tf.Tensor(0.07303620129823685, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  35 :  tf.Tensor(0.11241381615400314, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  36 :  tf.Tensor(0.16068480908870697, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  37 :  tf.Tensor(0.11095942556858063, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  38 :  tf.Tensor(0.08472902327775955, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  39 :  tf.Tensor(0.05362226441502571, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  40 :  tf.Tensor(0.0441286675632, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  41 :  tf.Tensor(0.08400572836399078, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  42 :  tf.Tensor(0.051550354808568954, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  43 :  tf.Tensor(0.04737323895096779, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  44 :  tf.Tensor(0.09220512211322784, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  45 :  tf.Tensor(0.0679030641913414, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  46 :  tf.Tensor(0.0880870372056961, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  47 :  tf.Tensor(0.10049441456794739, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  48 :  tf.Tensor(0.08207570761442184, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  49 :  tf.Tensor(0.05247058346867561, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  50 :  tf.Tensor(0.14643141627311707, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  51 :  tf.Tensor(0.08436478674411774, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  52 :  tf.Tensor(0.08675404638051987, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  53 :  tf.Tensor(0.1071544736623764, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  54 :  tf.Tensor(0.10946334898471832, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  55 :  tf.Tensor(0.1423947960138321, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  56 :  tf.Tensor(0.0481540784239769, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  57 :  tf.Tensor(0.03675282374024391, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  58 :  tf.Tensor(0.04011247307062149, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  59 :  tf.Tensor(0.041480083018541336, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  60 :  tf.Tensor(0.07345164567232132, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  61 :  tf.Tensor(0.044449664652347565, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  62 :  tf.Tensor(0.03029760904610157, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  63 :  tf.Tensor(0.028089167550206184, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  64 :  tf.Tensor(0.062098242342472076, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  65 :  tf.Tensor(0.045172952115535736, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  66 :  tf.Tensor(0.0470820888876915, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  67 :  tf.Tensor(0.044362977147102356, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  68 :  tf.Tensor(0.08466990292072296, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  69 :  tf.Tensor(0.1309381127357483, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  70 :  tf.Tensor(0.10705222934484482, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  71 :  tf.Tensor(0.08056960254907608, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  72 :  tf.Tensor(0.11418628692626953, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  73 :  tf.Tensor(0.17969560623168945, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  74 :  tf.Tensor(0.12947940826416016, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  75 :  tf.Tensor(0.08988241106271744, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  76 :  tf.Tensor(0.15344761312007904, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  77 :  tf.Tensor(0.13152840733528137, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  78 :  tf.Tensor(0.09481767565011978, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  79 :  tf.Tensor(0.12728044390678406, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  80 :  tf.Tensor(0.10103846341371536, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  81 :  tf.Tensor(0.16661407053470612, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  82 :  tf.Tensor(0.15653586387634277, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  83 :  tf.Tensor(0.11196036636829376, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  84 :  tf.Tensor(0.12056620419025421, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  85 :  tf.Tensor(0.0720304548740387, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  86 :  tf.Tensor(0.07211260497570038, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  87 :  tf.Tensor(0.08004250377416611, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  88 :  tf.Tensor(0.058389682322740555, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  89 :  tf.Tensor(0.08615105599164963, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  90 :  tf.Tensor(0.07681958377361298, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  91 :  tf.Tensor(0.07390529662370682, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  92 :  tf.Tensor(0.07704000920057297, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  93 :  tf.Tensor(0.09306016564369202, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  94 :  tf.Tensor(0.07346320152282715, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  95 :  tf.Tensor(0.08143208175897598, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  96 :  tf.Tensor(0.11084310710430145, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  97 :  tf.Tensor(0.06008724868297577, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  98 :  tf.Tensor(0.18366913497447968, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  99 :  tf.Tensor(0.13123607635498047, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  100 :  tf.Tensor(0.12265844643115997, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  101 :  tf.Tensor(0.12484361976385117, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  102 :  tf.Tensor(0.11701169610023499, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  103 :  tf.Tensor(0.139543354511261, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  104 :  tf.Tensor(0.09913288056850433, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  105 :  tf.Tensor(0.10207917541265488, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  106 :  tf.Tensor(0.1346399039030075, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  107 :  tf.Tensor(0.12466757744550705, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  108 :  tf.Tensor(0.10663604736328125, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  109 :  tf.Tensor(0.07982411980628967, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  110 :  tf.Tensor(0.09477346390485764, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  111 :  tf.Tensor(0.11919678747653961, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  112 :  tf.Tensor(0.11313030123710632, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  113 :  tf.Tensor(0.10978423058986664, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  114 :  tf.Tensor(0.12278512120246887, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  115 :  tf.Tensor(0.20626066625118256, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  116 :  tf.Tensor(0.112734355032444, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  117 :  tf.Tensor(0.10733173042535782, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  118 :  tf.Tensor(0.10006878525018692, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  119 :  tf.Tensor(0.10892073810100555, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  120 :  tf.Tensor(0.1312292218208313, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  121 :  tf.Tensor(0.12145201861858368, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  122 :  tf.Tensor(0.1247871145606041, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  123 :  tf.Tensor(0.13074982166290283, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  124 :  tf.Tensor(0.060407787561416626, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  125 :  tf.Tensor(0.1270807981491089, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  126 :  tf.Tensor(0.1060359925031662, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  127 :  tf.Tensor(0.09440921992063522, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  128 :  tf.Tensor(0.1319858431816101, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  129 :  tf.Tensor(0.11398370563983917, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  130 :  tf.Tensor(0.140252023935318, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  131 :  tf.Tensor(0.08051721751689911, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  132 :  tf.Tensor(0.10127153247594833, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  133 :  tf.Tensor(0.1030661091208458, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  134 :  tf.Tensor(0.15313495695590973, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  135 :  tf.Tensor(0.11895784735679626, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  136 :  tf.Tensor(0.06392168253660202, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  137 :  tf.Tensor(0.10092947632074356, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  138 :  tf.Tensor(0.1292949616909027, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  139 :  tf.Tensor(0.11484411358833313, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  140 :  tf.Tensor(0.1640571802854538, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  141 :  tf.Tensor(0.07986944168806076, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  142 :  tf.Tensor(0.13086983561515808, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  143 :  tf.Tensor(0.0984150767326355, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  144 :  tf.Tensor(0.060705848038196564, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  145 :  tf.Tensor(0.09257840365171432, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  146 :  tf.Tensor(0.08540809899568558, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  147 :  tf.Tensor(0.12588688731193542, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  148 :  tf.Tensor(0.13972307741641998, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  149 :  tf.Tensor(0.15700207650661469, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  150 :  tf.Tensor(0.12101905792951584, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  151 :  tf.Tensor(0.1070399209856987, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  152 :  tf.Tensor(0.06918642669916153, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  153 :  tf.Tensor(0.08887182921171188, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  154 :  tf.Tensor(0.07958198338747025, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  155 :  tf.Tensor(0.09061585366725922, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  156 :  tf.Tensor(0.1487635374069214, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  157 :  tf.Tensor(0.12052789330482483, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  158 :  tf.Tensor(0.10313639789819717, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  159 :  tf.Tensor(0.18412771821022034, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  160 :  tf.Tensor(0.11095286160707474, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  161 :  tf.Tensor(0.22645291686058044, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  162 :  tf.Tensor(0.11386451870203018, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  163 :  tf.Tensor(0.12160665541887283, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  164 :  tf.Tensor(0.129441499710083, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  165 :  tf.Tensor(0.1117345318198204, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  166 :  tf.Tensor(0.09913589805364609, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  167 :  tf.Tensor(0.123839370906353, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  168 :  tf.Tensor(0.07978597283363342, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  169 :  tf.Tensor(0.11751191318035126, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  170 :  tf.Tensor(0.08080735802650452, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  171 :  tf.Tensor(0.1214199811220169, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  172 :  tf.Tensor(0.09768244624137878, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  173 :  tf.Tensor(0.10124225914478302, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  174 :  tf.Tensor(0.08163788914680481, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  175 :  tf.Tensor(0.1147778257727623, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  176 :  tf.Tensor(0.14070630073547363, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  177 :  tf.Tensor(0.07102696597576141, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  178 :  tf.Tensor(0.07584688067436218, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  179 :  tf.Tensor(0.08629114925861359, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  180 :  tf.Tensor(0.10342344641685486, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  181 :  tf.Tensor(0.11474362015724182, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  182 :  tf.Tensor(0.08367763459682465, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  183 :  tf.Tensor(0.06472964584827423, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  184 :  tf.Tensor(0.0590219609439373, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  185 :  tf.Tensor(0.047080717980861664, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  186 :  tf.Tensor(0.06992684304714203, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  187 :  tf.Tensor(0.06698618084192276, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  188 :  tf.Tensor(0.0709715336561203, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  189 :  tf.Tensor(0.029274972155690193, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  190 :  tf.Tensor(0.08483631908893585, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  191 :  tf.Tensor(0.06612332165241241, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  192 :  tf.Tensor(0.05642993748188019, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  193 :  tf.Tensor(0.09823601692914963, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  194 :  tf.Tensor(0.07041364908218384, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  195 :  tf.Tensor(0.08199483156204224, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  196 :  tf.Tensor(0.11263952404260635, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  197 :  tf.Tensor(0.08848121762275696, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  198 :  tf.Tensor(0.08132471144199371, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  199 :  tf.Tensor(0.08108174055814743, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  200 :  tf.Tensor(0.08836013078689575, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  201 :  tf.Tensor(0.08057254552841187, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  202 :  tf.Tensor(0.13869072496891022, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  203 :  tf.Tensor(0.05337028205394745, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  204 :  tf.Tensor(0.13204631209373474, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  205 :  tf.Tensor(0.1447289139032364, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  206 :  tf.Tensor(0.10918345302343369, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  207 :  tf.Tensor(0.10860960185527802, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  208 :  tf.Tensor(0.13053789734840393, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  209 :  tf.Tensor(0.19875425100326538, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  210 :  tf.Tensor(0.11676353216171265, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  211 :  tf.Tensor(0.1457957774400711, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  212 :  tf.Tensor(0.12995952367782593, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  213 :  tf.Tensor(0.11609285324811935, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  214 :  tf.Tensor(0.08803188055753708, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  215 :  tf.Tensor(0.1414974331855774, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  216 :  tf.Tensor(0.1541758030653, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  217 :  tf.Tensor(0.13398902118206024, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  218 :  tf.Tensor(0.12028640508651733, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  219 :  tf.Tensor(0.1664065718650818, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  220 :  tf.Tensor(0.10750861465930939, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  221 :  tf.Tensor(0.09795809537172318, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  222 :  tf.Tensor(0.09647633880376816, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  223 :  tf.Tensor(0.1367763876914978, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  224 :  tf.Tensor(0.12786835432052612, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  225 :  tf.Tensor(0.15735477209091187, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  226 :  tf.Tensor(0.07981216162443161, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  227 :  tf.Tensor(0.19758588075637817, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  228 :  tf.Tensor(0.1274830549955368, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  229 :  tf.Tensor(0.10613399744033813, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  230 :  tf.Tensor(0.09956368803977966, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  231 :  tf.Tensor(0.09073308855295181, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  232 :  tf.Tensor(0.07948970049619675, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  233 :  tf.Tensor(0.09576848894357681, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  234 :  tf.Tensor(0.07456938922405243, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  235 :  tf.Tensor(0.07633814215660095, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  236 :  tf.Tensor(0.1024952232837677, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  237 :  tf.Tensor(0.12429598718881607, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  238 :  tf.Tensor(0.10202747583389282, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  239 :  tf.Tensor(0.09801383316516876, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  240 :  tf.Tensor(0.08916103094816208, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  241 :  tf.Tensor(0.07117147743701935, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  242 :  tf.Tensor(0.08329323679208755, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  243 :  tf.Tensor(0.08150781691074371, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  244 :  tf.Tensor(0.0500573068857193, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  245 :  tf.Tensor(0.06445040553808212, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  246 :  tf.Tensor(0.058565255254507065, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  247 :  tf.Tensor(0.06596913933753967, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  248 :  tf.Tensor(0.041924890130758286, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  249 :  tf.Tensor(0.05801710486412048, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  250 :  tf.Tensor(0.05899573490023613, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
loss:  251 :  tf.Tensor(0.09355231374502182, shape=(), dtype=float64)
inputs.shape:  (100, 1000, 4)
